Invoice,Field,Extracted,Ground Truth,Match
FR_invoice_img_real_030,supplier_name,Librairie Papeterie Michelet FACTURE,Librairie Papeterie Michelet,YES
FR_invoice_img_real_030,invoice_number,LPM-2024-0712,LPM-2024-0712,YES
FR_invoice_img_real_030,invoice_date,22/05/2024,22/05/2024,YES
FR_invoice_img_real_030,siret,66612456700367,66612456700367,YES
FR_invoice_img_real_030,echeance,06/06/2024,06/06/2024,YES
FR_invoice_img_real_030,invoice_content,[],Manuels scolaires 3ème (×25); Cahiers et fournitures lot; Dictionnaires Larousse (×10),NO
FR_invoice_img_real_030,tva_percentage,,5.5,NO
FR_invoice_img_real_030,tva_amount,,54.97,NO
FR_invoice_img_real_030,total_amount,1054.47,1054.47,YES
FR_invoice_img_real_030,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_img_real_031,supplier_name,Plomberie Sanitaire Leconte,Plomberie Sanitaire Lecomte,YES
FR_invoice_img_real_031,invoice_number,PSL-2024-0189,PSL-2024-0189,YES
FR_invoice_img_real_031,invoice_date,20/05/2024,20/05/2024,YES
FR_invoice_img_real_031,siret,33323456800356,33323456800356,YES
FR_invoice_img_real_031,echeance,04/06/2024,04/06/2024,YES
FR_invoice_img_real_031,invoice_content,"[{'description': 'Rerplacenent chauffe-eau L', 'quantity': '', 'unit_price': '200'}, {'description': ""Main d'œuvre pose (h)"", 'quantity': '', 'unit_price': '4'}, {'description': 'Mise en conformité NF', 'quantity': '', 'unit_price': ''}, {'description': 'Déplacerent', 'quantity': '', 'unit_price': ''}]",Remplacement chauffe-eau 200L; Main d'œuvre pose (4h); Mise en conformité NF; Déplacement,YES
FR_invoice_img_real_031,tva_percentage,,10,NO
FR_invoice_img_real_031,tva_amount,,107.00,NO
FR_invoice_img_real_031,total_amount,1177.00,1177.00,YES
FR_invoice_img_real_031,payment_status,PAID,PAID,YES
FR_invoice_img_synth_001,supplier_name,Duval SARL,Duval SARL,YES
FR_invoice_img_synth_001,invoice_number,,FC-2025-5409,NO
FR_invoice_img_synth_001,invoice_date,09/01/2025,09/01/2025,YES
FR_invoice_img_synth_001,siret,86469479091676,86469479091676,YES
FR_invoice_img_synth_001,echeance,21/01/2026,21/01/2026,YES
FR_invoice_img_synth_001,invoice_content,"[{'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : FC--', 'quantity': '2025', 'unit_price': '5409'}, {'description': 'Date facture : //', 'quantity': '01', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '01', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '47,91', 'unit_price': '958.20'}, {'description': '€ €', 'quantity': '14', 'unit_price': '082.00'}, {'description': '€ €', 'quantity': '6', 'unit_price': '921.21'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Développement logiciel; Création graphique,NO
FR_invoice_img_synth_001,tva_percentage,10,10,YES
FR_invoice_img_synth_001,tva_amount,2196.14,2196.14,YES
FR_invoice_img_synth_001,total_amount,24157.55,24157.55,YES
FR_invoice_img_synth_001,payment_status,PAID,PAID,YES
FR_invoice_img_synth_001,solde_du,0.00,,NO
FR_invoice_img_synth_002,supplier_name,Marchal SA,Marchal SA,YES
FR_invoice_img_synth_002,invoice_number,Facture,FAC-2025-9441,NO
FR_invoice_img_synth_002,invoice_date,20/03/2025,20/03/2025,YES
FR_invoice_img_synth_002,siret,58215707879869,58215707879869,YES
FR_invoice_img_synth_002,echeance,17/05/2026,17/05/2026,YES
FR_invoice_img_synth_002,invoice_content,"[{'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '22', 'unit_price': '724.70'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : FAC--', 'quantity': '2025', 'unit_price': '9441'}, {'description': 'Date facture : //', 'quantity': '03', 'unit_price': '2025'}, {'description': 'Échéance : //', 'quantity': '05', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '8', 'unit_price': '915.87'}, {'description': '€ €', 'quantity': '7', 'unit_price': '626.74'}, {'description': '€ €', 'quantity': '7', 'unit_price': '394.64'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Hébergement web; Transport de marchandises; Fourniture de matériel,NO
FR_invoice_img_synth_002,tva_percentage,20,20,YES
FR_invoice_img_synth_002,tva_amount,3787.45,3787.45,YES
FR_invoice_img_synth_002,total_amount,22724.70,22724.70,YES
FR_invoice_img_synth_002,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_002,solde_du,22724.70,22724.70,YES
FR_invoice_img_synth_003,supplier_name,Leduc EURL,Leduc EURL,YES
FR_invoice_img_synth_003,invoice_number,Facture,FC-2025-5589,NO
FR_invoice_img_synth_003,invoice_date,17/04/2025,17/04/2025,YES
FR_invoice_img_synth_003,siret,31541440478697,31541440478697,YES
FR_invoice_img_synth_003,echeance,12/09/2025,12/09/2025,YES
FR_invoice_img_synth_003,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Transport de marchandises € €', 'quantity': '25', 'unit_price': '087.66'}, {'description': 'Développement logiciel € €', 'quantity': '2', 'unit_price': '330.95'}, {'description': 'Audit de sécurité ai € €', 'quantity': '18', 'unit_price': '299.94'}, {'description': 'Nettoyage de locau € €', 'quantity': '4', 'unit_price': '312.08'}, {'description': 'Fourniture de matériel € €', 'quantity': '1', 'unit_price': '220.88'}, {'description': 'Maintenance annuelle € €', 'quantity': '2', 'unit_price': '533.68'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Transport de marchandises; Développement logiciel; Audit de sécurité; Nettoyage de locaux; Fourniture de matériel; Maintenance annuelle,YES
FR_invoice_img_synth_003,tva_percentage,20,20,YES
FR_invoice_img_synth_003,tva_amount,10757.04,10757.04,YES
FR_invoice_img_synth_003,total_amount,64542.23,64542.23,YES
FR_invoice_img_synth_003,payment_status,PAID,PAID,YES
FR_invoice_img_synth_003,solde_du,0.00,,NO
FR_invoice_img_synth_004,supplier_name,Carlier EURL,Carlier EURL,YES
FR_invoice_img_synth_004,invoice_number,Facture,FC-2026-6313,NO
FR_invoice_img_synth_004,invoice_date,09/01/2026,09/01/2026,YES
FR_invoice_img_synth_004,siret,13953286316822,13953286316822,YES
FR_invoice_img_synth_004,echeance,11/06/2026,11/06/2026,YES
FR_invoice_img_synth_004,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique € €', 'quantity': '25', 'unit_price': '618.04'}, {'description': 'Transport de marchandises € €', 'quantity': '14', 'unit_price': '478.75'}, {'description': 'Hébergement web € €', 'quantity': '1', 'unit_price': '363.81'}, {'description': 'Audit de sécurité € €', 'quantity': '35', 'unit_price': '890.00'}, {'description': 'Transport de marchandises € €', 'quantity': '7', 'unit_price': '938.56'}, {'description': 'Maintenance annuelle € €', 'quantity': '19', 'unit_price': '160.64'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Transport de marchandises; Hébergement web; Audit de sécurité; Transport de marchandises; Maintenance annuelle,YES
FR_invoice_img_synth_004,tva_percentage,55,5.5,NO
FR_invoice_img_synth_004,tva_amount,,5744.74,NO
FR_invoice_img_synth_004,total_amount,110194.54,110194.54,YES
FR_invoice_img_synth_004,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_004,solde_du,110194.54,110194.54,YES
FR_invoice_img_synth_005,supplier_name,Fontaine SARL FACTURE,Fontaine SARL,YES
FR_invoice_img_synth_005,invoice_number,F-2024-0797,F-2024-0797,YES
FR_invoice_img_synth_005,invoice_date,07/08/2024,07/08/2024,YES
FR_invoice_img_synth_005,siret,37983466443415,37983466443415,YES
FR_invoice_img_synth_005,echeance,02/04/2026,02/04/2026,YES
FR_invoice_img_synth_005,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————————_————_', 'quantity': '', 'unit_price': ''}, {'description': 'Rédaction de contenu € €', 'quantity': '14', 'unit_price': '630.95'}, {'description': 'Développement logiciel € €', 'quantity': '1', 'unit_price': '439.64'}, {'description': 'Fourniture de matériel € €', 'quantity': '4', 'unit_price': '897.92'}, {'description': 'Licence logicielle € €', 'quantity': '21', 'unit_price': '908.24'}, {'description': ""Location d'équipement € €"", 'quantity': '5', 'unit_price': '265.92'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Rédaction de contenu; Développement logiciel; Fourniture de matériel; Licence logicielle; Location d'équipement,YES
FR_invoice_img_synth_005,tva_percentage,10,10,YES
FR_invoice_img_synth_005,tva_amount,,4814.27,NO
FR_invoice_img_synth_005,total_amount,52956.94,52956.94,YES
FR_invoice_img_synth_005,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_005,solde_du,52956.94,52956.94,YES
FR_invoice_img_synth_006,supplier_name,Marie SARL,Marie SARL,YES
FR_invoice_img_synth_006,invoice_number,F-2026-2085,F-2026-2085,YES
FR_invoice_img_synth_006,invoice_date,11/01/2026,11/01/2026,YES
FR_invoice_img_synth_006,siret,92429456884460,92429456884460,YES
FR_invoice_img_synth_006,echeance,17/06/2026,17/06/2026,YES
FR_invoice_img_synth_006,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Licence logicielle € €', 'quantity': '22', 'unit_price': '740.00'}, {'description': 'Développement logiciel € €', 'quantity': '23', 'unit_price': '713.90'}, {'description': 'Licence logicielle € €', 'quantity': '3', 'unit_price': '728.70'}, {'description': 'Audit de sécurité € €', 'quantity': '3', 'unit_price': '092.98'}, {'description': 'Fourniture de matériel € €', 'quantity': '374,08', 'unit_price': '374.08'}, {'description': 'Installation réseau € €', 'quantity': '3', 'unit_price': '318.60'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Licence logicielle; Développement logiciel; Licence logicielle; Audit de sécurité; Fourniture de matériel; Installation réseau,YES
FR_invoice_img_synth_006,tva_percentage,55,5.5,NO
FR_invoice_img_synth_006,tva_amount,,3133.25,NO
FR_invoice_img_synth_006,total_amount,60101.51,60101.51,YES
FR_invoice_img_synth_006,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_006,solde_du,60101.51,60101.51,YES
FR_invoice_img_synth_007,supplier_name,Laporte SCI,Laporte SCI,YES
FR_invoice_img_synth_007,invoice_number,FC-2024-9607,FC-2024-9607,YES
FR_invoice_img_synth_007,invoice_date,06/10/2024,06/10/2024,YES
FR_invoice_img_synth_007,siret,34869665117426,34869665117426,YES
FR_invoice_img_synth_007,echeance,18/12/2025,18/12/2025,YES
FR_invoice_img_synth_007,invoice_content,"[{'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Licence logicielle', 'quantity': '', 'unit_price': ''}, {'description': 'Licence logicielle', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FC--', 'quantity': '2024', 'unit_price': '9607'}, {'description': ""Date d'émission : //"", 'quantity': '10', 'unit_price': '2024'}, {'description': 'Date limite de paiement : //', 'quantity': '12', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '10,45', 'unit_price': '438.90'}, {'description': '€ €', 'quantity': '10', 'unit_price': '311.22'}, {'description': '€ €', 'quantity': '5', 'unit_price': '428.82'}, {'description': '€ €', 'quantity': '25', 'unit_price': '064.70'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Développement logiciel; Licence logicielle; Licence logicielle,NO
FR_invoice_img_synth_007,tva_percentage,5.5,5.5,YES
FR_invoice_img_synth_007,tva_amount,,2268.37,NO
FR_invoice_img_synth_007,total_amount,43511.51,43511.51,YES
FR_invoice_img_synth_007,payment_status,PAID,PAID,YES
FR_invoice_img_synth_007,solde_du,0.00,,NO
FR_invoice_img_synth_008,supplier_name,Payet SAS FACTURE,Payet SAS,YES
FR_invoice_img_synth_008,invoice_number,FAC-2025-2495,FAC-2025-2495,YES
FR_invoice_img_synth_008,invoice_date,25/02/2025,25/02/2025,YES
FR_invoice_img_synth_008,siret,51681536047465,51681536047465,YES
FR_invoice_img_synth_008,echeance,03/05/2025,03/05/2025,YES
FR_invoice_img_synth_008,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————————_————_', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique € €', 'quantity': '150,13', 'unit_price': '600.52'}, {'description': 'Hébergement web € €', 'quantity': '35,82', 'unit_price': '394.02'}, {'description': ""Location d'équipement € €"", 'quantity': '22', 'unit_price': '934.52'}, {'description': 'Audit de sécurité € €', 'quantity': '13', 'unit_price': '972.82'}, {'description': 'Développement logiciel € €', 'quantity': '15', 'unit_price': '098.30'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Hébergement web; Location d'équipement; Audit de sécurité; Développement logiciel,YES
FR_invoice_img_synth_008,tva_percentage,20,20,YES
FR_invoice_img_synth_008,tva_amount,10599.94,10599.94,YES
FR_invoice_img_synth_008,total_amount,63599.62,63599.62,YES
FR_invoice_img_synth_008,payment_status,PAID,PAID,YES
FR_invoice_img_synth_008,solde_du,0.00,,NO
FR_invoice_img_synth_009,supplier_name,Camus EURL,Camus EURL,YES
FR_invoice_img_synth_009,invoice_number,,F-2025-1712,NO
FR_invoice_img_synth_009,invoice_date,06/05/2025,06/05/2025,YES
FR_invoice_img_synth_009,siret,26406555664184,26406555664184,YES
FR_invoice_img_synth_009,echeance,12/05/2026,12/05/2026,YES
FR_invoice_img_synth_009,invoice_content,"[{'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': ""Location d'équipement"", 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : F--', 'quantity': '2025', 'unit_price': '1712'}, {'description': 'Date facture : //', 'quantity': '05', 'unit_price': '2025'}, {'description': 'Échéance : //', 'quantity': '05', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '477,79', 'unit_price': '6211.27'}, {'description': '€ €', 'quantity': '2', 'unit_price': '304.40'}, {'description': '€ €', 'quantity': '22', 'unit_price': '306.20'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Fourniture de matériel; Hébergement web; Location d'équipement,NO
FR_invoice_img_synth_009,tva_percentage,20,20,YES
FR_invoice_img_synth_009,tva_amount,6164.37,6164.37,YES
FR_invoice_img_synth_009,total_amount,36986.24,36986.24,YES
FR_invoice_img_synth_009,payment_status,PAID,PAID,YES
FR_invoice_img_synth_009,solde_du,0.00,,NO
FR_invoice_img_synth_010,supplier_name,Moreau SARL,Moreau SARL,YES
FR_invoice_img_synth_010,invoice_number,F-2025-7766,F-2025-7766,YES
FR_invoice_img_synth_010,invoice_date,27/01/2025,27/01/2025,YES
FR_invoice_img_synth_010,siret,58178556126162,58178556126162,YES
FR_invoice_img_synth_010,echeance,06/03/2026,06/03/2026,YES
FR_invoice_img_synth_010,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Transport de marchandises € €', 'quantity': '13', 'unit_price': '515.49'}, {'description': 'Développement logiciel € £', 'quantity': '3', 'unit_price': '448.38'}, {'description': 'Développement logiciel ai € €', 'quantity': '30', 'unit_price': '037.42'}, {'description': 'Hébergement web € €', 'quantity': '2', 'unit_price': '429.98'}, {'description': 'Formation professionnelle € €', 'quantity': '355,40', 'unit_price': '355.40'}, {'description': 'Transport de marchandises € €', 'quantity': '1', 'unit_price': '589.04'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Transport de marchandises; Développement logiciel; Développement logiciel; Hébergement web; Formation professionnelle; Transport de marchandises,YES
FR_invoice_img_synth_010,tva_percentage,20,20,YES
FR_invoice_img_synth_010,tva_amount,10275.14,10275.14,YES
FR_invoice_img_synth_010,total_amount,61650.85,61650.85,YES
FR_invoice_img_synth_010,payment_status,PAID,PAID,YES
FR_invoice_img_synth_010,solde_du,0.00,,NO
FR_invoice_img_synth_011,supplier_name,Lacroix SAS,Lacroix SAS,YES
FR_invoice_img_synth_011,invoice_number,,FC-2024-4913,NO
FR_invoice_img_synth_011,invoice_date,27/10/2024,27/10/2024,YES
FR_invoice_img_synth_011,siret,53365752411583,53365752411583,YES
FR_invoice_img_synth_011,echeance,21/07/2025,21/07/2025,YES
FR_invoice_img_synth_011,invoice_content,"[{'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : FC--', 'quantity': '2024', 'unit_price': '4913'}, {'description': ""Date d'émission : //"", 'quantity': '10', 'unit_price': '2024'}, {'description': 'Date limite de paiement : //', 'quantity': '07', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '31', 'unit_price': '962.38'}, {'description': '€ €', 'quantity': '13', 'unit_price': '322.16'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Prestation de conseil,NO
